,rater_id,dataset,subject,rating,artifacts,time_sec,confidence,comments
45,thomas,IXI dataset - MRIQC derivatives,sub-0362_T1w,3.1,"[""noneye-spillover"",""noise-local"",""inu""]",22.467,2.2,
46,thomas,IXI dataset - MRIQC derivatives,sub-0791_T1w,3.0,"[""eye-spillover"",""noneye-spillover"",""noise-local""]",101.322,2.4,
47,thomas,IXI dataset - MRIQC derivatives,sub-0304_T1w,3.45,"[""eye-spillover"",""noise-local""]",49.282,3.5,
48,thomas,IXI dataset - MRIQC derivatives,sub-0869_T1w,2.85,"[""eye-spillover"",""noneye-spillover"",""noise-local"",""inu""]",48.323,3.15,
49,thomas,IXI dataset - MRIQC derivatives,sub-0101_T1w,3.35,"[""noise-local"",""inu""]",107.137,2.45,
50,thomas,IXI dataset - MRIQC derivatives,sub-0279_T1w,3.45,"[""eye-spillover"",""noneye-spillover""]",28.767,3.25,
51,thomas,IXI dataset - MRIQC derivatives,sub-0830_T1w,3.5,"[""eye-spillover""]",58.264,2.1,
52,thomas,IXI dataset - MRIQC derivatives,sub-0980_T1w,2.65,"[""eye-spillover"",""noneye-spillover"",""noise-local"",""inu""]",31.942,3.5,
53,thomas,IXI dataset - MRIQC derivatives,sub-0254_T1w,2.9,"[""eye-spillover"",""noneye-spillover"",""inu""]",37.722,1.95,
54,thomas,IXI dataset - MRIQC derivatives,sub-0618_T1w,3.1,"[""eye-spillover"",""noneye-spillover""]",60.673,3.5,
55,thomas,IXI dataset - MRIQC derivatives,sub-0116_T1w,2.9,"[""eye-spillover"",""noneye-spillover""]",36.567,2.45,
56,thomas,IXI dataset - MRIQC derivatives,sub-0185_T1w,3.3,"[""eye-spillover"",""noneye-spillover"",""inu""]",36.521,2.4,
57,thomas,IXI dataset - MRIQC derivatives,sub-1086_T1w,2.7,"[""eye-spillover"",""noneye-spillover"",""noise-local"",""inu""]",39.847,2.75,
58,thomas,IXI dataset - MRIQC derivatives,sub-0694_T1w,3.55,[],44.628,1.7,
59,thomas,IXI dataset - MRIQC derivatives,sub-0895_T1w,3.65,"[""eye-spillover"",""inu""]",42.197,3.5,
60,thomas,IXI dataset - MRIQC derivatives,sub-0180_T1w,2.75,"[""eye-spillover"",""inu""]",51.049,3.5,
61,thomas,IXI dataset - MRIQC derivatives,sub-0934_T1w,3.6,"[""eye-spillover"",""noneye-spillover""]",47.713,3.05,
62,thomas,IXI dataset - MRIQC derivatives,sub-1199_T1w,3.0,"[""eye-spillover"",""noneye-spillover""]",81.382,3.5,
63,thomas,IXI dataset - MRIQC derivatives,sub-0261_T1w,2.6,"[""eye-spillover"",""noneye-spillover"",""noise-local""]",48.894,3.5,
64,thomas,IXI dataset - MRIQC derivatives,sub-0846_T1w,3.3,"[""head-motion"",""noneye-spillover""]",64.399,3.5,
65,thomas,IXI dataset - MRIQC derivatives,sub-0795_T1w,3.3,"[""eye-spillover"",""noneye-spillover"",""inu""]",83.007,3.5,
66,thomas,IXI dataset - MRIQC derivatives,sub-0293_T1w,3.1,"[""eye-spillover"",""inu""]",42.637,3.5,
67,thomas,IXI dataset - MRIQC derivatives,sub-1126_T1w,3.4,"[""noneye-spillover""]",55.841,3.5,
68,thomas,IXI dataset - MRIQC derivatives,sub-0286_T1w,3.65,"[""eye-spillover"",""noise-local""]",28.777,2.95,
69,thomas,IXI dataset - MRIQC derivatives,sub-1131_T1w,3.75,"[""noneye-spillover""]",48.15,3.5,
70,thomas,IXI dataset - MRIQC derivatives,sub-0062_T1w,3.7,"[""noise-local""]",46.061,2.75,
71,thomas,IXI dataset - MRIQC derivatives,sub-1123_T1w,3.05,"[""eye-spillover"",""noise-local""]",54.775,3.5,
72,thomas,IXI dataset - MRIQC derivatives,sub-1125_T1w,3.35,"[""eye-spillover"",""noneye-spillover"",""noise-local""]",33.614,3.5,
73,elda,IXI dataset - MRIQC derivatives,sub-0152_T1w,2.6,"[""head-motion""]",74.293,3.5,
74,elda,IXI dataset - MRIQC derivatives,sub-1051_T1w,3.05,"[""uncategorized""]",94.532,3.5,vertical stripes in ventricles
75,elda,IXI dataset - MRIQC derivatives,sub-1186_T1w,3.55,[],75.806,3.5,
76,elda,IXI dataset - MRIQC derivatives,sub-0951_T1w,3.4,"[""eye-spillover""]",64.593,3.5,
77,elda,IXI dataset - MRIQC derivatives,sub-0902_T1w,2.7,"[""eye-spillover"",""uncategorized""]",71.686,3.5,low contrast near sinus
78,elda,IXI dataset - MRIQC derivatives,sub-0250_T1w,2.95,"[""uncategorized""]",60.343,3.5,artifact near eyes region in background image
79,elda,IXI dataset - MRIQC derivatives,sub-0394_T1w,2.55,"[""eye-spillover"",""uncategorized""]",206.055,3.5,light motion(?) in eyes regions (slides 57-61)
80,elda,IXI dataset - MRIQC derivatives,sub-0924_T1w,3.5,[],32.426,3.5,
81,elda,IXI dataset - MRIQC derivatives,sub-0472_T1w,2.65,"[""eye-spillover"",""noneye-spillover""]",56.233,3.5,
82,elda,IXI dataset - MRIQC derivatives,sub-0328_T1w,2.95,[],83.375,3.5,
83,elda,IXI dataset - MRIQC derivatives,sub-0661_T1w,3.25,"[""ghost-aliasing""]",127.037,3.5,aliasing outside the brain (seen in BG image) - posterior
84,elda,IXI dataset - MRIQC derivatives,sub-0050_T1w,2.95,"[""head-motion""]",114.576,3.5,"light motion, frontal near eyes region"
85,elda,IXI dataset - MRIQC derivatives,sub-1221_T1w,3.65,[],44.775,3.5,
86,elda,IXI dataset - MRIQC derivatives,sub-0752_T1w,3.3,"[""inu""]",95.482,3.5,
87,elda,IXI dataset - MRIQC derivatives,sub-0336_T1w,3.55,[],57.679,3.5,
88,elda,IXI dataset - MRIQC derivatives,sub-0459_T1w,3.25,"[""uncategorized""]",75.176,3.5,artifact in BG image
89,elda,IXI dataset - MRIQC derivatives,sub-0775_T1w,2.85,"[""head-motion""]",34.828,3.5,
90,elda,IXI dataset - MRIQC derivatives,sub-1130_T1w,3.4,"[""inu""]",49.225,3.5,subtle IIH
91,elda,IXI dataset - MRIQC derivatives,sub-0656_T1w,2.95,"[""eye-spillover""]",64.187,3.5,
92,elda,IXI dataset - MRIQC derivatives,sub-0270_T1w,3.0,"[""uncategorized""]",53.313,3.5,artifact in eyes region in BG image
93,elda,IXI dataset - MRIQC derivatives,sub-0086_T1w,3.0,"[""head-motion""]",57.71,3.5,"motion in temporal regions , artifacts in temporal regions in BG image"
94,elda,IXI dataset - MRIQC derivatives,sub-0205_T1w,1.45,"[""head-motion"",""noise-global"",""uncategorized""]",59.465,3.5,extra-large ventricles
95,elda,IXI dataset - MRIQC derivatives,sub-1163_T1w,2.75,"[""wrap-around"",""uncategorized""]",123.292,3.5,"artifact in frontal regions In BG image, weird FoV"
96,elda,IXI dataset - MRIQC derivatives,sub-0362_T1w,3.55,[],37.661,3.5,
97,elda,IXI dataset - MRIQC derivatives,sub-0791_T1w,3.35,"[""inu""]",73.86,3.5,subtle IIH and motion
98,elda,IXI dataset - MRIQC derivatives,sub-0304_T1w,3.2,"[""eye-spillover"",""noneye-spillover""]",45.618,3.5,
99,elda,IXI dataset - MRIQC derivatives,sub-0869_T1w,2.3,"[""head-motion"",""eye-spillover"",""ghost-other"",""uncategorized""]",69.927,3.5,artifacts in BG image
100,elda,IXI dataset - MRIQC derivatives,sub-0101_T1w,3.4,"[""head-motion"",""inu""]",47.618,3.5,
101,elda,IXI dataset - MRIQC derivatives,sub-0279_T1w,3.4,"[""inu""]",39.963,3.5,
102,elda,IXI dataset - MRIQC derivatives,sub-0830_T1w,3.55,[],61.089,3.5,artifacts in BG image outside the brain
103,elda,IXI dataset - MRIQC derivatives,sub-0980_T1w,3.45,"[""head-motion"",""inu""]",79.182,3.5,subtle IIH
104,elda,IXI dataset - MRIQC derivatives,sub-0254_T1w,2.85,"[""head-motion""]",36.067,3.5,
105,elda,IXI dataset - MRIQC derivatives,sub-0618_T1w,3.45,"[""inu""]",74.427,3.5,artefact in BG image
106,elda,IXI dataset - MRIQC derivatives,sub-0116_T1w,2.9,"[""head-motion"",""ghost-other"",""inu""]",71.94,3.5,
107,jaime,IXI dataset - MRIQC derivatives,sub-0152_T1w,2.4,"[""head-motion""]",279.016,1.6,I see a bit of motion effects in slices 104-112 approx.
108,jaime,IXI dataset - MRIQC derivatives,sub-1051_T1w,3.7,[],239.974,3.5,"i didn't touch the confidence slider, is it that value by default? (more than 0.5)"
109,jaime,IXI dataset - MRIQC derivatives,sub-1186_T1w,3.7,[],69.749,3.5,
110,jaime,IXI dataset - MRIQC derivatives,sub-0951_T1w,3.95,[],63.064,3.5,
111,jaime,IXI dataset - MRIQC derivatives,sub-0902_T1w,3.7,[],145.252,3.5,
112,jaime,IXI dataset - MRIQC derivatives,sub-0250_T1w,3.5,[],277.327,3.5,
113,jaime,IXI dataset - MRIQC derivatives,sub-0394_T1w,3.0,[],131.18,1.7,I see it more blurry compared to others
114,jaime,IXI dataset - MRIQC derivatives,sub-0924_T1w,3.4,[],124.633,3.5,
115,jaime,IXI dataset - MRIQC derivatives,sub-0472_T1w,3.55,[],101.099,3.5,
116,jaime,IXI dataset - MRIQC derivatives,sub-0328_T1w,3.7,[],107.579,3.5,
117,jaime,IXI dataset - MRIQC derivatives,sub-0661_T1w,3.9,[],101.006,3.5,
118,jaime,IXI dataset - MRIQC derivatives,sub-0050_T1w,3.55,[],209.796,3.5,"motion in sagittal view slice 46, I don't see it in the axial ones (main ones)"
119,jaime,IXI dataset - MRIQC derivatives,sub-0050_T1w,3.55,"[""head-motion""]",43.734,3.5,head motion in slice 46 sagittal view (I don't see it in axial)
120,jaime,IXI dataset - MRIQC derivatives,sub-1221_T1w,3.95,[],48.119,3.5,
121,jaime,IXI dataset - MRIQC derivatives,sub-0752_T1w,3.45,[],85.311,3.5,a bit blurry?
122,jaime,IXI dataset - MRIQC derivatives,sub-0336_T1w,4.0,[],76.349,3.5,
123,jaime,IXI dataset - MRIQC derivatives,sub-0459_T1w,3.6,"[""inu""]",70.251,3.5,"possible INU in 96-98 (upper left part of the brain)?, would be good to see 97"
124,jaime,IXI dataset - MRIQC derivatives,sub-0775_T1w,3.45,"[""head-motion""]",213.211,3.5,"motion on sagittal slices 33, 50 (less noticeable), 67, not appreciated in axial view"
125,jaime,IXI dataset - MRIQC derivatives,sub-1130_T1w,3.9,[],69.821,3.5,
126,jaime,IXI dataset - MRIQC derivatives,sub-0656_T1w,3.95,[],69.644,3.5,
127,jaime,IXI dataset - MRIQC derivatives,sub-0270_T1w,3.9,[],59.601,3.5,
128,jaime,IXI dataset - MRIQC derivatives,sub-0086_T1w,3.7,[],78.818,3.5,
129,jaime,IXI dataset - MRIQC derivatives,sub-0205_T1w,2.95,"[""head-motion""]",189.621,3.5,"bit of motion in 109-114 (axial), more clear in sagittal 48, 65, 82 (not too much), blurry"
130,jaime,IXI dataset - MRIQC derivatives,sub-1163_T1w,3.55,[],87.242,3.5,
131,jaime,IXI dataset - MRIQC derivatives,sub-0362_T1w,3.7,[],76.047,3.5,
132,jaime,IXI dataset - MRIQC derivatives,sub-0791_T1w,3.55,[],256.615,3.5,
133,jaime,IXI dataset - MRIQC derivatives,sub-0304_T1w,3.75,[],147.816,3.5,
134,jaime,IXI dataset - MRIQC derivatives,sub-0869_T1w,3.6,"[""ghost-aliasing""]",189.048,3.5,aliasing ghost in background images around slice 202
135,jaime,IXI dataset - MRIQC derivatives,sub-0101_T1w,3.5,[],88.657,3.5,
136,jaime,IXI dataset - MRIQC derivatives,sub-0279_T1w,3.5,[],129.391,3.5,
137,jaime,IXI dataset - MRIQC derivatives,sub-0830_T1w,3.55,[],119.144,3.5,INU in 80-81? left part. It's difficult to detect INU...
138,jaime,IXI dataset - MRIQC derivatives,sub-0980_T1w,3.95,[],575.195,3.5,
139,jaime,IXI dataset - MRIQC derivatives,sub-0254_T1w,3.45,"[""head-motion""]",481.355,3.5,motion in sagittal 46
140,jaime,IXI dataset - MRIQC derivatives,sub-0618_T1w,3.5,"[""head-motion""]",212.01,3.5,slight motion in sagittal 75
141,jaime,IXI dataset - MRIQC derivatives,sub-0116_T1w,3.7,[],87.322,3.5,
142,jaime,IXI dataset - MRIQC derivatives,sub-0185_T1w,3.65,[],48.95,3.5,
143,jaime,IXI dataset - MRIQC derivatives,sub-1086_T1w,3.6,[],77.89,3.5,
144,jaime,IXI dataset - MRIQC derivatives,sub-0694_T1w,3.6,[],51.523,3.5,
145,jaime,IXI dataset - MRIQC derivatives,sub-0895_T1w,3.6,[],36.858,3.5,
146,jaime,IXI dataset - MRIQC derivatives,sub-0180_T1w,3.65,[],53.683,3.5,
147,jaime,IXI dataset - MRIQC derivatives,sub-0934_T1w,3.6,[],41.931,3.5,
148,jaime,IXI dataset - MRIQC derivatives,sub-1199_T1w,3.6,[],61.51,3.5,
149,jaime,IXI dataset - MRIQC derivatives,sub-0261_T1w,3.5,[],136.982,3.5,"that'd be good to have a space between rows of slices, as there is between columns, to avoid visual overlap"
150,jaime,IXI dataset - MRIQC derivatives,sub-0846_T1w,2.55,"[""head-motion""]",141.722,3.5,motion in 101-113
151,jaime,IXI dataset - MRIQC derivatives,sub-0795_T1w,3.55,[],114.829,3.5,
152,jaime,IXI dataset - MRIQC derivatives,sub-0293_T1w,3.75,[],34.119,3.5,
153,jaime,IXI dataset - MRIQC derivatives,sub-1126_T1w,3.6,[],36.525,3.5,
154,jaime,IXI dataset - MRIQC derivatives,sub-0286_T1w,3.6,[],49.942,3.5,
155,jaime,IXI dataset - MRIQC derivatives,sub-1131_T1w,3.4,[],73.108,1.7,not very detailed (not many histogram values as other images) 
156,jaime,IXI dataset - MRIQC derivatives,sub-0062_T1w,3.75,[],53.186,3.5,
157,jaime,IXI dataset - MRIQC derivatives,sub-1123_T1w,3.65,[],40.838,3.5,
158,jaime,IXI dataset - MRIQC derivatives,sub-1125_T1w,3.55,"[""head-motion""]",56.068,3.5,slight motion in sagittal 36
159,jaime,IXI dataset - MRIQC derivatives,sub-0761_T1w,3.7,[],41.182,3.5,
160,jaime,IXI dataset - MRIQC derivatives,sub-0195_T1w,3.5,[],331.538,3.5,
161,jaime,IXI dataset - MRIQC derivatives,sub-0532_T1w,3.55,[],28.448,3.5,
162,jaime,IXI dataset - MRIQC derivatives,sub-0013_T1w,3.55,[],30.298,3.5,
163,jaime,IXI dataset - MRIQC derivatives,sub-0278_T1w,3.6,[],23.767,3.5,
164,jaime,IXI dataset - MRIQC derivatives,sub-0611_T1w,3.65,[],21.099,3.5,
165,jaime,IXI dataset - MRIQC derivatives,sub-0634_T1w,3.55,[],50.748,3.5,
166,jaime,IXI dataset - MRIQC derivatives,sub-0368_T1w,3.5,[],40.857,3.5,
167,jaime,IXI dataset - MRIQC derivatives,sub-0135_T1w,3.55,[],247.077,3.5,"I see some black spots (it's not the first time) that I guess they could be mini strokes? It's not related to quality, but these subjects were supposed to be healthy right? Slices 115-128"
168,jaime,IXI dataset - MRIQC derivatives,sub-0961_T1w,3.6,[],183.352,3.5,
169,jaime,IXI dataset - MRIQC derivatives,sub-0187_T1w,3.6,[],36.435,3.5,
170,jaime,IXI dataset - MRIQC derivatives,sub-0964_T1w,3.55,[],101.607,3.5,
171,jaime,IXI dataset - MRIQC derivatives,sub-0636_T1w,3.55,[],150.971,3.5,
172,jaime,IXI dataset - MRIQC derivatives,sub-0372_T1w,3.55,[],40.708,3.5,
173,jaime,IXI dataset - MRIQC derivatives,sub-0008_T1w,3.45,[],72.622,3.5,
174,jaime,IXI dataset - MRIQC derivatives,sub-0720_T1w,3.5,[],50.28,3.5,
175,jaime,IXI dataset - MRIQC derivatives,sub-1009_T1w,3.45,[],175.807,3.5,a bit blurry?
176,jaime,IXI dataset - MRIQC derivatives,sub-0691_T1w,3.55,[],86.424,3.5,
177,jaime,IXI dataset - MRIQC derivatives,sub-1075_T1w,3.55,[],71.725,3.5,
178,jaime,IXI dataset - MRIQC derivatives,sub-0667_T1w,3.6,[],83.415,3.5,black spots again 96-99
179,jaime,IXI dataset - MRIQC derivatives,sub-0856_T1w,3.95,[],103.0,3.5,
180,jaime,IXI dataset - MRIQC derivatives,sub-0462_T1w,3.5,"[""inu""]",91.41,3.5,INU 109 to 110 upper left part?
181,jaime,IXI dataset - MRIQC derivatives,sub-0053_T1w,2.7,"[""head-motion""]",360.295,3.5,"stronger head motion artifacts around slice 124, also in sagittal 30, 46, 61"
182,jaime,IXI dataset - MRIQC derivatives,sub-1003_T1w,3.45,[],76.215,3.5,a bit blurry
183,jaime,IXI dataset - MRIQC derivatives,sub-0175_T1w,3.5,[],528.405,3.5,
184,jaime,IXI dataset - MRIQC derivatives,sub-0241_T1w,3.55,[],117.267,3.5,
185,jaime,IXI dataset - MRIQC derivatives,sub-0370_T1w,3.45,"[""head-motion""]",101.554,3.5,motion 100-102
186,emeline,IXI dataset - MRIQC derivatives,sub-0086_T1w,3.5,"[""processing""]",87.209,3.0,
187,emeline,IXI dataset - MRIQC derivatives,sub-0205_T1w,2.5,"[""noise-global"",""noise-local"",""processing""]",85.18,1.8,
188,emeline,IXI dataset - MRIQC derivatives,sub-1163_T1w,2.65,"[""noise-local"",""processing""]",130.877,2.6,some dark spot. Blood vessels?
189,emeline,IXI dataset - MRIQC derivatives,sub-0362_T1w,2.85,"[""wrap-around"",""processing""]",77.981,3.5,FOV a bit short in frontal
190,emeline,IXI dataset - MRIQC derivatives,sub-0791_T1w,3.4,"[""field-variation"",""processing""]",90.533,3.5,
191,emeline,IXI dataset - MRIQC derivatives,sub-0304_T1w,2.65,"[""noise-global"",""processing"",""uncategorized""]",116.165,3.5,white straight line 50-51-2 - eyes artefact in backgronf
192,emeline,IXI dataset - MRIQC derivatives,sub-0869_T1w,2.8,"[""noise-global"",""processing"",""uncategorized""]",110.743,3.25,artefact in the background
193,emeline,IXI dataset - MRIQC derivatives,sub-0101_T1w,3.2,"[""processing"",""uncategorized""]",115.571,3.45,"FoV a bit shirt, small artefact in background"
194,emeline,IXI dataset - MRIQC derivatives,sub-0279_T1w,3.65,"[""uncategorized""]",116.233,3.5,small artefact in the back at the eyes level. maybe sligh eye spillerover
195,emeline,IXI dataset - MRIQC derivatives,sub-0830_T1w,1.6,"[""noise-global"",""noise-local"",""ghost-aliasing"",""field-variation"",""uncategorized""]",168.717,1.95,"artefact in the backgound. Gohst, drop out frontal, "
196,emeline,IXI dataset - MRIQC derivatives,sub-0980_T1w,3.05,"[""uncategorized""]",86.949,3.5,slight background noise
197,emeline,IXI dataset - MRIQC derivatives,sub-0254_T1w,1.5,"[""head-motion"",""noise-global"",""noise-local""]",143.676,3.5,"blurry. poor constrast, head motion 46-62 saggital views, background artefact"
198,emeline,IXI dataset - MRIQC derivatives,sub-0618_T1w,1.55,"[""noise-global"",""noise-local"",""processing"",""uncategorized""]",93.986,3.5,"bckg artefact, blurry, noisy,"
199,emeline,IXI dataset - MRIQC derivatives,sub-0116_T1w,1.75,"[""eye-spillover"",""noise-global"",""noise-local"",""uncategorized""]",112.874,2.3,"horizontal line 38-43, eye spillover"
200,emeline,IXI dataset - MRIQC derivatives,sub-0185_T1w,2.75,"[""noise-global"",""wrap-around"",""processing"",""uncategorized""]",106.974,2.5,"fov short frontal - cut, backgd artefact"
201,emeline,IXI dataset - MRIQC derivatives,sub-1086_T1w,1.45,"[""noise-global"",""noise-local"",""field-variation"",""processing"",""uncategorized""]",125.538,3.5,drop out 47
202,emeline,IXI dataset - MRIQC derivatives,sub-0694_T1w,2.7,"[""noise-global"",""noise-local""]",69.159,3.5,
203,emeline,IXI dataset - MRIQC derivatives,sub-0895_T1w,3.05,"[""noise-global"",""field-variation"",""processing""]",50.155,3.5,
204,emeline,IXI dataset - MRIQC derivatives,sub-0180_T1w,2.9,"[""wrap-around"",""processing""]",116.271,3.5,fov a bit short
205,emeline,IXI dataset - MRIQC derivatives,sub-0934_T1w,2.95,"[""noise-global"",""processing"",""uncategorized""]",91.363,3.5,smalll artefact bckgd
206,emeline,IXI dataset - MRIQC derivatives,sub-1199_T1w,3.55,"[""processing""]",71.237,3.5,
207,emeline,IXI dataset - MRIQC derivatives,sub-0261_T1w,3.15,"[""noise-global"",""processing""]",88.451,3.5,small drop out
208,emeline,IXI dataset - MRIQC derivatives,sub-0846_T1w,2.55,"[""head-motion"",""field-variation""]",192.586,2.65,slight head motion artefact 109 110
209,emeline,IXI dataset - MRIQC derivatives,sub-0795_T1w,3.75,[],101.673,3.65,
210,emeline,IXI dataset - MRIQC derivatives,sub-0293_T1w,3.6,"[""field-variation"",""uncategorized""]",69.915,3.5,horizontal line 39-40
211,emeline,IXI dataset - MRIQC derivatives,sub-1126_T1w,3.4,"[""noise-global"",""field-variation"",""uncategorized""]",98.904,3.0,small backgd artefact
212,emeline,IXI dataset - MRIQC derivatives,sub-0286_T1w,3.5,[],116.126,3.15,a bit of drop out or tiled head. 
213,emeline,IXI dataset - MRIQC derivatives,sub-1131_T1w,3.25,"[""noise-global"",""uncategorized""]",71.953,2.8,"blurry, bit noise backgrd"
214,emeline,IXI dataset - MRIQC derivatives,sub-0062_T1w,3.4,"[""field-variation""]",99.772,3.5,
215,emeline,IXI dataset - MRIQC derivatives,sub-1123_T1w,2.95,"[""noise-global"",""processing""]",82.026,2.65,blurry
216,emeline,IXI dataset - MRIQC derivatives,sub-1125_T1w,2.85,"[""noise-local"",""ghost-other"",""field-variation""]",105.799,3.05,slight drop out 76
217,emeline,IXI dataset - MRIQC derivatives,sub-0761_T1w,2.95,"[""noise-global"",""field-variation"",""processing"",""uncategorized""]",126.529,2.9,small backgd artefact
218,emeline,IXI dataset - MRIQC derivatives,sub-0195_T1w,2.55,"[""noise-global"",""ghost-aliasing"",""field-variation"",""processing"",""uncategorized""]",97.503,3.5,"ghost in backgd, blurry"
